NR_TRABALHO;Total_Horas;vinculo_atividade_planejamento;DEPE_atividade_planejamento;descricao_atividade_planejamento;tipo_atividade_planejamento;DT_INC_atividade_planejamento;DT_FIM_atividade_planejamento;horas_destinadas_trabalho
51883;673;52194;9646;Pré-auditoria;Processo Corporativo;21/jul/25;15AUG2025;110
51883;673;52195;9646;Execução;Processo Corporativo;18AUG2025;28/nov/25;453
51883;673;52196;9646;Comunicação de Resultados;Processo Corporativo;01DEC2025;19DEC2025;60
51883;673;52197;9646;Supervisão;Processo Corporativo;21/jul/25;19DEC2025;50
51886;1560;53025;8960;Pré-auditoria;Processo Corporativo;01OCT2025;17OCT2025;100
51886;1560;53033;8960;Execução;Processo Corporativo;20OCT2025;12DEC2025;140
51886;1560;53034;8960;Supervisão;Processo Corporativo;01OCT2025;09/jan/26;10
51886;1560;51888;9604;Pré-auditoria;Processo Corporativo;01OCT2025;17OCT2025;280
51886;1560;51890;9604;Execução;Processo Corporativo;20OCT2025;12DEC2025;600
51886;1560;51892;9604;Comunicação de Resultados;Processo Corporativo;15DEC2025;09/jan/26;200
51886;1560;51893;9604;Supervisão;Processo Corporativo;01OCT2025;09/jan/26;80
51886;1560;51889;9608;Pré-auditoria;Processo Corporativo;01OCT2025;17OCT2025;50
51886;1560;51891;9608;Execução;Processo Corporativo;20OCT2025;12DEC2025;100
51894;1180;51896;9604;Pré-auditoria;Processo Corporativo;01/jul/25;18/jul/25;300
51894;1180;51897;9604;Execução;Processo Corporativo;21/jul/25;12SEP2025;600
51894;1180;51898;9604;Comunicação de Resultados;Processo Corporativo;15SEP2025;30SEP2025;200
51894;1180;51899;9604;Supervisão;Processo Corporativo;01/jul/25;30SEP2025;80
51914;1178;51916;9604;Pré-auditoria;Processo Corporativo;02/jan/25;17/jan/25;288
51914;1178;51919;9604;Execução;Processo Corporativo;20/jan/25;14/mar/25;600
51914;1178;51921;9604;Comunicação de Resultados;Processo Corporativo;17/mar/25;31/mar/25;160
51914;1178;51922;9604;Supervisão;Processo Corporativo;02/jan/25;31/mar/25;80
51914;1178;51918;9889;Pré-auditoria;Processo Corporativo;02/jan/25;17/jan/25;50
51923;1288;51927;9604;Pré-auditoria;Processo Corporativo;01APR2025;17APR2025;288
51923;1288;51929;9604;Execução;Processo Corporativo;22APR2025;13/jun/25;600
51923;1288;51931;9604;Comunicação de Resultados;Processo Corporativo;16/jun/25;30/jun/25;160
51923;1288;51932;9604;Supervisão;Processo Corporativo;01APR2025;30/jun/25;80
51923;1288;51928;9825;Pré-auditoria;Processo Corporativo;01APR2025;17APR2025;64
51923;1288;51930;9825;Execução;Processo Corporativo;22APR2025;13/jun/25;96
51956;1650;51958;8888;Pré-auditoria;Processo Corporativo;13OCT2025;14/nov/25;300
51956;1650;51959;8888;Execução;Processo Corporativo;17/nov/25;06FEB2026;900
51956;1650;51960;8888;Comunicação de Resultados;Processo Corporativo;09FEB2026;14/mar/26;300
51956;1650;51961;8888;Supervisão;Processo Corporativo;13OCT2025;14/mar/26;150
51962;928;51964;8888;Pré-auditoria;Processo Corporativo;15SEP2025;10OCT2025;240
51962;928;51965;8888;Execução;Processo Corporativo;13OCT2025;21/nov/25;360
51962;928;51966;8888;Comunicação de Resultados;Processo Corporativo;24/nov/25;18DEC2025;228
51962;928;51967;8888;Supervisão;Processo Corporativo;15SEP2025;18DEC2025;100
51968;530;51976;8888;Pré-auditoria;Processo Corporativo;21/jul/25;01AUG2025;120
51968;530;51977;8888;Execução;Processo Corporativo;04AUG2025;29AUG2025;240
51968;530;51978;8888;Comunicação de Resultados;Processo Corporativo;01SEP2025;12SEP2025;120
51968;530;51979;8888;Supervisão;Processo Corporativo;21/jul/25;12SEP2025;50
51969;1649;51970;9889;Pré-auditoria;Processo Corporativo;20/jan/25;28FEB2025;630
51969;1649;51971;9889;Execução;Processo Corporativo;05/mar/25;17APR2025;672
51969;1649;51972;9889;Comunicação de Resultados;Processo Corporativo;22APR2025;02MAY2025;168
51969;1649;51973;9889;Supervisão;Processo Corporativo;20/jan/25;02MAY2025;179
51980;1450;51982;8888;Pré-auditoria;Processo Corporativo;06OCT2025;07/nov/25;240
51980;1450;51984;8888;Execução;Processo Corporativo;10/nov/25;16/jan/26;420
51980;1450;51986;8888;Comunicação de Resultados;Processo Corporativo;19/jan/26;13FEB2026;240
51980;1450;51988;8888;Supervisão;Processo Corporativo;06OCT2025;13FEB2026;120
51980;1450;51983;9825;Pré-auditoria;Processo Corporativo;06OCT2025;07/nov/25;100
51980;1450;51985;9825;Execução;Processo Corporativo;10/nov/25;16/jan/26;250
51980;1450;51987;9825;Comunicação de Resultados;Processo Corporativo;19/jan/26;13FEB2026;40
51980;1450;51989;9825;Supervisão;Processo Corporativo;06OCT2025;13FEB2026;40
51990;1781;51993;8888;Pré-auditoria;Processo Corporativo;17FEB2025;14/mar/25;240
51990;1781;51996;8888;Execução;Processo Corporativo;17/mar/25;09MAY2025;300
51990;1781;51999;8888;Comunicação de Resultados;Processo Corporativo;12MAY2025;06/jun/25;228
51990;1781;52001;8888;Supervisão;Processo Corporativo;17FEB2025;06/jun/25;100
51990;1781;51995;9820;Pré-auditoria;Processo Corporativo;17FEB2025;14/mar/25;100
51990;1781;51998;9820;Execução;Processo Corporativo;17/mar/25;09MAY2025;280
51990;1781;52003;9820;Supervisão;Processo Corporativo;17FEB2025;06/jun/25;38
51990;1781;51994;9825;Pré-auditoria;Processo Corporativo;17FEB2025;14/mar/25;120
51990;1781;51997;9825;Execução;Processo Corporativo;17/mar/25;09MAY2025;210
51990;1781;52000;9825;Comunicação de Resultados;Processo Corporativo;12MAY2025;06/jun/25;120
51990;1781;52002;9825;Supervisão;Processo Corporativo;17FEB2025;06/jun/25;45
52004;1454;52008;8888;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;300
52004;1454;52010;8888;Execução;Processo Corporativo;03/mar/25;02MAY2025;360
52004;1454;52012;8888;Comunicação de Resultados;Processo Corporativo;05MAY2025;20MAY2025;144
52004;1454;52014;8888;Supervisão;Processo Corporativo;03FEB2025;20MAY2025;100
52004;1454;52009;9604;Pré-auditoria;Processo Corporativo;03FEB2025;28FEB2025;150
52004;1454;52011;9604;Execução;Processo Corporativo;03/mar/25;02MAY2025;300
52004;1454;52013;9604;Comunicação de Resultados;Processo Corporativo;05MAY2025;20MAY2025;50
52004;1454;52015;9604;Supervisão;Processo Corporativo;03FEB2025;20MAY2025;50
52016;1214;52021;8888;Pré-auditoria;Processo Corporativo;22APR2025;16MAY2025;228
52016;1214;52023;8888;Execução;Processo Corporativo;19MAY2025;27/jun/25;348
52016;1214;52025;8888;Comunicação de Resultados;Processo Corporativo;30/jun/25;19/jul/25;168
52016;1214;52027;8888;Supervisão;Processo Corporativo;22APR2025;19/jul/25;100
52016;1214;52022;9820;Pré-auditoria;Processo Corporativo;22APR2025;16MAY2025;110
52016;1214;52024;9820;Execução;Processo Corporativo;19MAY2025;27/jun/25;170
52016;1214;52026;9820;Comunicação de Resultados;Processo Corporativo;30/jun/25;19/jul/25;70
52016;1214;52028;9820;Supervisão;Processo Corporativo;22APR2025;19/jul/25;20
52029;1096;52033;8888;Pré-auditoria;Processo Corporativo;12MAY2025;06/jun/25;240
52029;1096;52034;8888;Execução;Processo Corporativo;09/jun/25;18/jul/25;360
52029;1096;52035;8888;Comunicação de Resultados;Processo Corporativo;21/jul/25;15AUG2025;240
52029;1096;52036;8888;Supervisão;Processo Corporativo;12MAY2025;15AUG2025;100
52029;1096;53217;9889;Pré-auditoria;Processo Corporativo;12MAY2025;06/jun/25;40
52029;1096;53218;9889;Execução;Processo Corporativo;09/jun/25;18/jul/25;100
52029;1096;53946;9889;Supervisão;Processo Corporativo;12MAY2025;15AUG2025;16
52037;2480;52043;8888;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;300
52037;2480;52047;8888;Execução;Processo Corporativo;31/mar/25;16MAY2025;420
52037;2480;52051;8888;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;240
52037;2480;52055;8888;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;120
52037;2480;52045;9604;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;150
52037;2480;52049;9604;Execução;Processo Corporativo;31/mar/25;16MAY2025;210
52037;2480;52053;9604;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;50
52037;2480;52057;9604;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;30
52037;2480;52046;9608;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;140
52037;2480;52050;9608;Execução;Processo Corporativo;31/mar/25;16MAY2025;210
52037;2480;52054;9608;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;50
52037;2480;52058;9608;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;20
52037;2480;52044;9875;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;150
52037;2480;52048;9875;Execução;Processo Corporativo;31/mar/25;16MAY2025;210
52037;2480;52052;9875;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;120
52037;2480;52056;9875;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;60
52059;2150;52061;8888;Pré-auditoria;Processo Corporativo;13/jan/25;14FEB2025;300
52059;2150;52064;8888;Execução;Processo Corporativo;17FEB2025;11APR2025;480
52059;2150;52067;8888;Comunicação de Resultados;Processo Corporativo;14APR2025;16MAY2025;300
52059;2150;52070;8888;Supervisão;Processo Corporativo;13/jan/25;16MAY2025;100
52059;2150;52063;9610;Pré-auditoria;Processo Corporativo;13/jan/25;14FEB2025;100
52059;2150;52066;9610;Execução;Processo Corporativo;17FEB2025;11APR2025;200
52059;2150;52069;9610;Comunicação de Resultados;Processo Corporativo;14APR2025;16MAY2025;50
52059;2150;52073;9610;Supervisão;Processo Corporativo;13/jan/25;16MAY2025;30
52059;2150;52062;9889;Pré-auditoria;Processo Corporativo;13/jan/25;14FEB2025;150
52059;2150;52065;9889;Execução;Processo Corporativo;17FEB2025;11APR2025;240
52059;2150;52068;9889;Comunicação de Resultados;Processo Corporativo;14APR2025;16MAY2025;150
52059;2150;52072;9889;Supervisão;Processo Corporativo;13/jan/25;16MAY2025;50
52074;1460;52078;8888;Pré-auditoria;Processo Corporativo;18AUG2025;26SEP2025;280
52074;1460;52080;8888;Execução;Processo Corporativo;29SEP2025;14/nov/25;360
52074;1460;52082;8888;Comunicação de Resultados;Processo Corporativo;17/nov/25;12DEC2025;200
52074;1460;52084;8888;Supervisão;Processo Corporativo;18AUG2025;12DEC2025;80
52074;1460;52079;9889;Pré-auditoria;Processo Corporativo;18AUG2025;26SEP2025;180
52074;1460;52081;9889;Execução;Processo Corporativo;18AUG2025;14/nov/25;210
52074;1460;52083;9889;Comunicação de Resultados;Processo Corporativo;17/nov/25;12DEC2025;100
52074;1460;52085;9889;Supervisão;Processo Corporativo;18AUG2025;12DEC2025;50
52086;1558;52095;8888;Pré-auditoria;Processo Corporativo;22/jul/25;29AUG2025;348
52086;1558;52097;8888;Execução;Processo Corporativo;01SEP2025;21/nov/25;610
52086;1558;52099;8888;Comunicação de Resultados;Processo Corporativo;24/nov/25;19DEC2025;200
52086;1558;52101;8888;Supervisão;Processo Corporativo;22/jul/25;19DEC2025;100
52086;1558;52096;8960;Pré-auditoria;Processo Corporativo;22/jul/25;29AUG2025;60
52086;1558;52098;8960;Execução;Processo Corporativo;01SEP2025;21/nov/25;150
52086;1558;52100;8960;Comunicação de Resultados;Processo Corporativo;24/nov/25;19DEC2025;40
52086;1558;52102;8960;Supervisão;Processo Corporativo;22/jul/25;19DEC2025;50
52087;968;52089;8960;Pré-auditoria;Processo Corporativo;04AUG2025;03SEP2025;259
52087;968;52090;8960;Execução;Processo Corporativo;04SEP2025;24OCT2025;432
52087;968;52091;8960;Comunicação de Resultados;Processo Corporativo;27OCT2025;11/nov/25;173
52087;968;52092;8960;Supervisão;Processo Corporativo;04AUG2025;11/nov/25;104
52110;979;52114;8960;Pré-auditoria;Processo Corporativo;14AUG2025;15SEP2025;263
52110;979;52115;8960;Execução;Processo Corporativo;16SEP2025;06/nov/25;438
52110;979;52116;8960;Comunicação de Resultados;Processo Corporativo;07/nov/25;25/nov/25;173
52110;979;52117;8960;Supervisão;Processo Corporativo;14AUG2025;25/nov/25;105
52120;968;52128;8960;Pré-auditoria;Processo Corporativo;20/jan/25;19FEB2025;259
52120;968;52129;8960;Execução;Processo Corporativo;20FEB2025;15APR2025;432
52120;968;52130;8960;Comunicação de Resultados;Processo Corporativo;16APR2025;06MAY2025;173
52120;968;52131;8960;Supervisão;Processo Corporativo;20/jan/25;06MAY2025;104
52133;981;52136;8960;Pré-auditoria;Processo Corporativo;03FEB2025;07/mar/25;263
52133;981;52137;8960;Execução;Processo Corporativo;10/mar/25;05MAY2025;438
52133;981;52139;8960;Comunicação de Resultados;Processo Corporativo;06MAY2025;21MAY2025;175
52133;981;52141;8960;Supervisão;Processo Corporativo;03FEB2025;21MAY2025;105
52143;995;52152;8960;Pré-auditoria;Processo Corporativo;22APR2025;23MAY2025;266
52143;995;52154;8960;Execução;Processo Corporativo;26MAY2025;17/jul/25;444
52143;995;52155;8960;Comunicação de Resultados;Processo Corporativo;18/jul/25;05AUG2025;178
52143;995;52156;8960;Supervisão;Processo Corporativo;22APR2025;05AUG2025;107
52157;1008;52161;8960;Pré-auditoria;Processo Corporativo;05MAY2025;05/jun/25;270
52157;1008;52163;8960;Execução;Processo Corporativo;06/jun/25;31/jul/25;450
52157;1008;52165;8960;Comunicação de Resultados;Processo Corporativo;01AUG2025;18AUG2025;180
52157;1008;52167;8960;Supervisão;Processo Corporativo;05MAY2025;18AUG2025;108
52175;1495;52178;8888;Pré-auditoria;Processo Corporativo;10/nov/25;05DEC2025;240
52175;1495;52179;8888;Execução;Processo Corporativo;08DEC2025;23/jan/26;420
52175;1495;52180;8888;Comunicação de Resultados;Processo Corporativo;26/jan/26;20FEB2026;240
52175;1495;52181;8888;Supervisão;Processo Corporativo;10/nov/25;20FEB2026;100
52175;1495;53796;9820;Pré-auditoria;Processo Corporativo;10/nov/25;05DEC2025;120
52175;1495;53798;9820;Execução;Processo Corporativo;08DEC2025;23/jan/26;210
52175;1495;53799;9820;Comunicação de Resultados;Processo Corporativo;26/jan/26;20FEB2026;120
52175;1495;53800;9820;Supervisão;Processo Corporativo;10/nov/25;20FEB2026;45
52198;1100;52217;9825;Supervisão;Processo Corporativo;28APR2025;06AUG2025;110
52198;1100;52218;9825;Comunicação de Resultados;Processo Corporativo;09/jul/25;06AUG2025;220
52198;1100;52219;9825;Execução;Processo Corporativo;29MAY2025;08/jul/25;440
52198;1100;52220;9825;Pré-auditoria;Processo Corporativo;28APR2025;28MAY2025;330
52199;1790;52226;8888;Pré-auditoria;Processo Corporativo;01/jul/25;01AUG2025;215
52199;1790;52228;8888;Execução;Processo Corporativo;04AUG2025;16SEP2025;315
52199;1790;52230;8888;Comunicação de Resultados;Processo Corporativo;17SEP2025;15OCT2025;110
52199;1790;52231;8888;Supervisão;Processo Corporativo;01/jul/25;15OCT2025;50
52199;1790;52224;9825;Pré-auditoria;Processo Corporativo;01/jul/25;01AUG2025;330
52199;1790;52227;9825;Execução;Processo Corporativo;04AUG2025;16SEP2025;440
52199;1790;52229;9825;Comunicação de Resultados;Processo Corporativo;17SEP2025;15OCT2025;220
52199;1790;52232;9825;Supervisão;Processo Corporativo;01/jul/25;15OCT2025;110
52200;1100;52365;9825;Pré-auditoria;Processo Corporativo;01DEC2025;26DEC2025;330
52200;1100;52366;9825;Execução;Processo Corporativo;29DEC2025;05FEB2026;440
52200;1100;52369;9825;Comunicação de Resultados;Processo Corporativo;06FEB2026;04/mar/26;220
52200;1100;52370;9825;Supervisão;Processo Corporativo;01DEC2025;04/mar/26;110
52201;1320;52372;9825;Pré-auditoria;Processo Corporativo;19/mar/25;16APR2025;330
52201;1320;52373;9825;Execução;Processo Corporativo;17APR2025;23MAY2025;440
52201;1320;52374;9825;Comunicação de Resultados;Processo Corporativo;26MAY2025;20/jun/25;220
52201;1320;52375;9825;Supervisão;Processo Corporativo;19/mar/25;20/jun/25;110
52201;1320;52378;9875;Pré-auditoria;Processo Corporativo;19/mar/25;16APR2025;40
52201;1320;52380;9875;Execução;Processo Corporativo;17APR2025;23MAY2025;120
52201;1320;52382;9875;Comunicação de Resultados;Processo Corporativo;26MAY2025;20/jun/25;40
52201;1320;53701;9875;Supervisão;Processo Corporativo;19/mar/25;20/jun/25;20
52202;1100;52386;9825;Pré-auditoria;Processo Corporativo;20OCT2025;18/nov/25;330
52202;1100;52387;9825;Execução;Processo Corporativo;19/nov/25;26DEC2025;440
52202;1100;52388;9825;Comunicação de Resultados;Processo Corporativo;29DEC2025;23/jan/26;220
52202;1100;52389;9825;Supervisão;Processo Corporativo;20OCT2025;23/jan/26;110
52203;1280;52396;9604;Pré-auditoria;Processo Corporativo;04AUG2025;29AUG2025;66
52203;1280;52402;9604;Execução;Processo Corporativo;01SEP2025;07OCT2025;134
52203;1280;52395;9825;Pré-auditoria;Processo Corporativo;04AUG2025;29AUG2025;324
52203;1280;52401;9825;Execução;Processo Corporativo;01SEP2025;07OCT2025;432
52203;1280;52403;9825;Comunicação de Resultados;Processo Corporativo;08OCT2025;31OCT2025;216
52203;1280;52404;9825;Supervisão;Processo Corporativo;04AUG2025;31OCT2025;108
52204;1520;52408;9820;Pré-auditoria;Processo Corporativo;13/jan/25;07FEB2025;150
52204;1520;52411;9820;Execução;Processo Corporativo;10FEB2025;18/mar/25;210
52204;1520;53299;9820;Supervisão;Processo Corporativo;13/jan/25;11APR2025;40
52204;1520;53311;9820;Comunicação de Resultados;Processo Corporativo;19/mar/25;11APR2025;40
52204;1520;52407;9825;Pré-auditoria;Processo Corporativo;13/jan/25;07FEB2025;324
52204;1520;52409;9825;Execução;Processo Corporativo;10FEB2025;18/mar/25;432
52204;1520;52412;9825;Comunicação de Resultados;Processo Corporativo;19/mar/25;11APR2025;216
52204;1520;52413;9825;Supervisão;Processo Corporativo;13/jan/25;11APR2025;108
52205;1770;52430;9608;Pré-auditoria;Processo Corporativo;10/mar/25;04APR2025;150
52205;1770;52433;9608;Execução;Processo Corporativo;07APR2025;09MAY2025;260
52205;1770;52436;9608;Comunicação de Resultados;Processo Corporativo;12MAY2025;30MAY2025;100
52205;1770;52429;9825;Pré-auditoria;Processo Corporativo;10/mar/25;04APR2025;270
52205;1770;52432;9825;Execução;Processo Corporativo;07APR2025;09MAY2025;360
52205;1770;52435;9825;Comunicação de Resultados;Processo Corporativo;12MAY2025;30MAY2025;180
52205;1770;52439;9825;Supervisão;Processo Corporativo;10/mar/25;30MAY2025;90
52205;1770;52431;9920;Pré-auditoria;Processo Corporativo;10/mar/25;04APR2025;108
52205;1770;52434;9920;Execução;Processo Corporativo;07APR2025;09MAY2025;180
52205;1770;52437;9920;Comunicação de Resultados;Processo Corporativo;12MAY2025;30MAY2025;72
52206;1000;52450;9825;Pré-auditoria;Processo Corporativo;09/jun/25;03/jul/25;300
52206;1000;52451;9825;Execução;Processo Corporativo;04/jul/25;06AUG2025;400
52206;1000;52452;9825;Comunicação de Resultados;Processo Corporativo;07AUG2025;29AUG2025;200
52206;1000;52454;9825;Supervisão;Processo Corporativo;09/jun/25;29AUG2025;100
52207;1000;52461;9825;Pré-auditoria;Processo Corporativo;22SEP2025;16OCT2025;300
52207;1000;52462;9825;Execução;Processo Corporativo;17OCT2025;19/nov/25;400
52207;1000;52463;9825;Comunicação de Resultados;Processo Corporativo;20/nov/25;12DEC2025;200
52207;1000;52464;9825;Supervisão;Processo Corporativo;22SEP2025;12DEC2025;100
52208;350;52255;9825;Pré-auditoria;Auditoria de Caráter Obrigatório;12MAY2025;23MAY2025;105
52208;350;52257;9825;Execução;Auditoria de Caráter Obrigatório;26MAY2025;13/jun/25;140
52208;350;52260;9825;Comunicação de Resultados;Auditoria de Caráter Obrigatório;16/jun/25;24/jun/25;70
52208;350;52262;9825;Supervisão;Auditoria de Caráter Obrigatório;12MAY2025;24/jun/25;35
52209;350;52269;9825;Pré-auditoria;Auditoria de Caráter Obrigatório;19MAY2025;30MAY2025;105
52209;350;52271;9825;Execução;Auditoria de Caráter Obrigatório;02/jun/25;20/jun/25;140
52209;350;52272;9825;Comunicação de Resultados;Auditoria de Caráter Obrigatório;23/jun/25;01/jul/25;55
52209;350;52274;9825;Supervisão;Auditoria de Caráter Obrigatório;19MAY2025;01/jul/25;50
52210;2800;52471;9825;Pré-auditoria;Processo Corporativo;03FEB2025;07/mar/25;420
52210;2800;52475;9825;Execução;Processo Corporativo;10/mar/25;24APR2025;560
52210;2800;52479;9825;Comunicação de Resultados;Processo Corporativo;25APR2025;23MAY2025;280
52210;2800;52481;9825;Supervisão;Processo Corporativo;03FEB2025;23MAY2025;140
52210;2800;52474;9889;Pré-auditoria;Processo Corporativo;03FEB2025;07/mar/25;420
52210;2800;52478;9889;Execução;Processo Corporativo;10/mar/25;24APR2025;560
52210;2800;52480;9889;Comunicação de Resultados;Processo Corporativo;25APR2025;23MAY2025;280
52210;2800;52482;9889;Supervisão;Processo Corporativo;03FEB2025;23MAY2025;140
52211;1265;52486;9825;Pré-auditoria;Processo Corporativo;07APR2025;02MAY2025;300
52211;1265;52490;9825;Execução;Processo Corporativo;05MAY2025;11/jun/25;450
52211;1265;52492;9825;Comunicação de Resultados;Processo Corporativo;12/jun/25;08/jul/25;200
52211;1265;52494;9825;Supervisão;Processo Corporativo;07APR2025;08/jul/25;95
52211;1265;52487;9875;Pré-auditoria;Processo Corporativo;07APR2025;02MAY2025;40
52211;1265;52491;9875;Execução;Processo Corporativo;05MAY2025;11/jun/25;120
52211;1265;52493;9875;Comunicação de Resultados;Processo Corporativo;12/jun/25;08/jul/25;40
52211;1265;53706;9875;Supervisão;Processo Corporativo;07APR2025;08/jul/25;20
52212;1400;52502;9825;Pré-auditoria;Processo Corporativo;28/jul/25;22AUG2025;420
52212;1400;52503;9825;Execução;Processo Corporativo;25AUG2025;29SEP2025;560
52212;1400;52504;9825;Comunicação de Resultados;Processo Corporativo;30SEP2025;30OCT2025;280
52212;1400;52505;9825;Supervisão;Processo Corporativo;28/jul/25;30OCT2025;140
52213;2350;52507;9825;Pré-auditoria;Processo Corporativo;07/jul/25;08AUG2025;420
52213;2350;52509;9825;Execução;Processo Corporativo;11AUG2025;25SEP2025;560
52213;2350;52511;9825;Comunicação de Resultados;Processo Corporativo;26SEP2025;24OCT2025;280
52213;2350;52513;9825;Supervisão;Processo Corporativo;07/jul/25;24OCT2025;140
52213;2350;52508;9889;Pré-auditoria;Processo Corporativo;07/jul/25;08AUG2025;250
52213;2350;52510;9889;Execução;Processo Corporativo;11AUG2025;25SEP2025;350
52213;2350;52512;9889;Comunicação de Resultados;Processo Corporativo;26SEP2025;24OCT2025;250
52213;2350;52514;9889;Supervisão;Processo Corporativo;07/jul/25;24OCT2025;100
52214;1050;52516;9825;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;315
52214;1050;52517;9825;Execução;Processo Corporativo;08SEP2025;14OCT2025;420
52214;1050;52518;9825;Comunicação de Resultados;Processo Corporativo;15OCT2025;07/nov/25;210
52214;1050;52519;9825;Supervisão;Processo Corporativo;11AUG2025;07/nov/25;105
52216;1100;52523;9825;Pré-auditoria;Processo Corporativo;22SEP2025;17OCT2025;330
52216;1100;52525;9825;Execução;Processo Corporativo;20OCT2025;25/nov/25;440
52216;1100;52526;9825;Comunicação de Resultados;Processo Corporativo;26/nov/25;19DEC2025;220
52216;1100;52528;9825;Supervisão;Processo Corporativo;22SEP2025;19DEC2025;110
52223;937;52233;8960;Pré-auditoria;Processo Corporativo;05/mar/25;09APR2025;307
52223;937;52234;8960;Execução;Processo Corporativo;10APR2025;27MAY2025;368
52223;937;52235;8960;Comunicação de Resultados;Processo Corporativo;28MAY2025;18/jun/25;192
52223;937;52236;8960;Supervisão;Processo Corporativo;05/mar/25;18/jun/25;70
52241;1148;52244;8960;Pré-auditoria;Processo Corporativo;03/nov/25;08DEC2025;310
52241;1148;52245;8960;Execução;Processo Corporativo;09DEC2025;27/jan/26;373
52241;1148;52246;8960;Comunicação de Resultados;Processo Corporativo;28/jan/26;18FEB2026;195
52241;1148;52247;8960;Supervisão;Processo Corporativo;03/nov/25;18FEB2026;70
52241;1148;52250;9825;Execução;Processo Corporativo;09DEC2025;27/jan/26;160
52241;1148;52964;9825;Pré-auditoria;Processo Corporativo;03/nov/25;08DEC2025;40
52243;3737;52810;8454;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;132
52243;3737;52811;8454;Execução;Processo Corporativo;18FEB2025;15APR2025;228
52243;3737;52812;8454;Comunicação de Resultados;Processo Corporativo;16APR2025;02MAY2025;90
52243;3737;52813;8454;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;45
52243;3737;52790;8888;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;132
52243;3737;52791;8888;Execução;Processo Corporativo;18FEB2025;15APR2025;228
52243;3737;52792;8888;Comunicação de Resultados;Processo Corporativo;16APR2025;02MAY2025;90
52243;3737;53924;8888;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;40
52243;3737;52254;8960;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;266
52243;3737;52258;8960;Execução;Processo Corporativo;18FEB2025;15APR2025;444
52243;3737;52259;8960;Comunicação de Resultados;Processo Corporativo;16APR2025;02MAY2025;177
52243;3737;52261;8960;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;95
52243;3737;52950;9608;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;140
52243;3737;52951;9608;Execução;Processo Corporativo;18FEB2025;15APR2025;240
52243;3737;53844;9608;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;20
52243;3737;52795;9610;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;120
52243;3737;52797;9610;Execução;Processo Corporativo;18FEB2025;15APR2025;200
52243;3737;52798;9610;Comunicação de Resultados;Processo Corporativo;16APR2025;02MAY2025;80
52243;3737;52799;9610;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;50
52243;3737;52785;9825;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;132
52243;3737;52787;9825;Execução;Processo Corporativo;18FEB2025;15APR2025;222
52243;3737;52788;9825;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;20
52243;3737;52805;9889;Pré-auditoria;Processo Corporativo;13/jan/25;17FEB2025;200
52243;3737;52806;9889;Execução;Processo Corporativo;18FEB2025;15APR2025;200
52243;3737;52807;9889;Comunicação de Resultados;Processo Corporativo;16APR2025;02MAY2025;78
52243;3737;52808;9889;Supervisão;Processo Corporativo;13/jan/25;02MAY2025;68
52263;1132;52267;8960;Pré-auditoria;Processo Corporativo;19MAY2025;16/jun/25;266
52263;1132;52268;8960;Execução;Processo Corporativo;17/jun/25;08AUG2025;444
52263;1132;52270;8960;Comunicação de Resultados;Processo Corporativo;11AUG2025;26AUG2025;177
52263;1132;52273;8960;Supervisão;Processo Corporativo;19MAY2025;26AUG2025;95
52263;1132;52906;9604;Pré-auditoria;Processo Corporativo;19MAY2025;16/jun/25;50
52263;1132;52909;9604;Execução;Processo Corporativo;17/jun/25;08AUG2025;100
52275;1000;53178;8960;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;240
52275;1000;53179;8960;Execução;Processo Corporativo;08SEP2025;31OCT2025;480
52275;1000;53180;8960;Comunicação de Resultados;Processo Corporativo;03/nov/25;21/nov/25;180
52275;1000;53181;8960;Supervisão;Processo Corporativo;11AUG2025;21/nov/25;100
52276;1012;53297;8960;Pré-auditoria;Processo Corporativo;24/nov/25;26DEC2025;288
