NR_TRABALHO;Total_Horas;vinculo_atividade_planejamento;DEPE_atividade_planejamento;descricao_atividade_planejamento;tipo_atividade_planejamento;DT_INC_atividade_planejamento;DT_FIM_atividade_planejamento;horas_destinadas_trabalho
52753;1274;53038;9820;Comunicação de Resultados;Entidade Ligada;03/nov/25;05DEC2025;150
52753;1274;53042;9820;Supervisão;Entidade Ligada;08SEP2025;05DEC2025;55
52753;1274;53030;9920;Pré-auditoria;Entidade Ligada;08SEP2025;26SEP2025;180
52753;1274;53037;9920;Execução;Entidade Ligada;29SEP2025;31OCT2025;210
52753;1274;53039;9920;Comunicação de Resultados;Entidade Ligada;03/nov/25;05DEC2025;114
52753;1274;53044;9920;Supervisão;Entidade Ligada;08SEP2025;05DEC2025;55
52759;1443;53079;8888;Pré-auditoria;Entidade Ligada;02/jun/25;27/jun/25;40
52759;1443;53082;8888;Execução;Entidade Ligada;30/jun/25;15AUG2025;160
52759;1443;53084;8888;Comunicação de Resultados;Entidade Ligada;18AUG2025;19SEP2025;40
52759;1443;53086;8888;Supervisão;Entidade Ligada;02/jun/25;19SEP2025;30
52759;1443;53085;8960;Execução;Entidade Ligada;30/jun/25;15AUG2025;120
52759;1443;53087;8960;Supervisão;Entidade Ligada;02/jun/25;19SEP2025;10
52759;1443;53066;9820;Pré-auditoria;Entidade Ligada;02/jun/25;27/jun/25;228
52759;1443;53067;9820;Execução;Entidade Ligada;30/jun/25;15AUG2025;420
52759;1443;53068;9820;Comunicação de Resultados;Entidade Ligada;18AUG2025;19SEP2025;300
52759;1443;53069;9820;Supervisão;Entidade Ligada;02/jun/25;19SEP2025;95
52761;1443;53090;8888;Pré-auditoria;Entidade Ligada;02/jun/25;27/jun/25;40
52761;1443;53092;8888;Execução;Entidade Ligada;30/jun/25;15AUG2025;160
52761;1443;53095;8888;Comunicação de Resultados;Entidade Ligada;18AUG2025;19SEP2025;40
52761;1443;53097;8888;Supervisão;Entidade Ligada;02/jun/25;19SEP2025;30
52761;1443;53093;8960;Execução;Entidade Ligada;30/jun/25;15AUG2025;120
52761;1443;53098;8960;Supervisão;Entidade Ligada;02/jun/25;19SEP2025;10
52761;1443;53089;9820;Pré-auditoria;Entidade Ligada;02/jun/25;27/jun/25;228
52761;1443;53091;9820;Execução;Entidade Ligada;30/jun/25;15AUG2025;420
52761;1443;53094;9820;Comunicação de Resultados;Entidade Ligada;18AUG2025;19SEP2025;300
52761;1443;53096;9820;Supervisão;Entidade Ligada;02/jun/25;19SEP2025;95
52764;2134;53140;8888;Pré-auditoria;Entidade Ligada;13/jan/25;07FEB2025;20
52764;2134;53143;8888;Execução;Entidade Ligada;10FEB2025;28/mar/25;160
52764;2134;53147;8888;Comunicação de Resultados;Entidade Ligada;31/mar/25;18APR2025;40
52764;2134;53149;8888;Supervisão;Entidade Ligada;13/jan/25;18APR2025;30
52764;2134;53139;9820;Pré-auditoria;Entidade Ligada;13/jan/25;07FEB2025;240
52764;2134;53142;9820;Execução;Entidade Ligada;10FEB2025;28/mar/25;396
52764;2134;53145;9820;Comunicação de Resultados;Entidade Ligada;31/mar/25;18APR2025;168
52764;2134;53148;9820;Supervisão;Entidade Ligada;13/jan/25;18APR2025;80
52764;2134;53141;9920;Pré-auditoria;Entidade Ligada;13/jan/25;07FEB2025;280
52764;2134;53144;9920;Execução;Entidade Ligada;10FEB2025;28/mar/25;396
52764;2134;53146;9920;Comunicação de Resultados;Entidade Ligada;31/mar/25;18APR2025;264
52764;2134;53460;9920;Supervisão;Entidade Ligada;13/jan/25;18APR2025;60
52780;1190;52842;9604;Pré-auditoria;Processo Corporativo;13/jan/25;07FEB2025;280
52780;1190;52843;9604;Execução;Processo Corporativo;10FEB2025;04APR2025;600
52780;1190;52844;9604;Comunicação de Resultados;Processo Corporativo;07APR2025;25APR2025;240
52780;1190;52845;9604;Supervisão;Processo Corporativo;13/jan/25;25APR2025;70
52789;2420;52846;9604;Pré-auditoria;Processo Corporativo;28APR2025;23MAY2025;320
52789;2420;52848;9604;Execução;Processo Corporativo;26MAY2025;18/jul/25;700
52789;2420;52850;9604;Comunicação de Resultados;Processo Corporativo;21/jul/25;15AUG2025;240
52789;2420;52852;9604;Supervisão;Processo Corporativo;28APR2025;15AUG2025;80
52789;2420;52847;9920;Pré-auditoria;Processo Corporativo;28APR2025;23MAY2025;320
52789;2420;52849;9920;Execução;Processo Corporativo;26MAY2025;18/jul/25;640
52789;2420;52851;9920;Comunicação de Resultados;Processo Corporativo;21/jul/25;15AUG2025;80
52789;2420;52853;9920;Supervisão;Processo Corporativo;28APR2025;15AUG2025;40
52794;2429;53921;8454;Pré-auditoria;Processo Corporativo;22APR2025;16MAY2025;126
52794;2429;53929;8454;Execução;Processo Corporativo;19MAY2025;04/jul/25;408
52794;2429;53941;8454;Comunicação de Resultados;Processo Corporativo;07/jul/25;04AUG2025;80
52794;2429;53074;8960;Pré-auditoria;Processo Corporativo;22APR2025;16MAY2025;50
52794;2429;53076;8960;Execução;Processo Corporativo;19MAY2025;04/jul/25;100
52794;2429;52803;9820;Pré-auditoria;Processo Corporativo;22APR2025;16MAY2025;324
52794;2429;52804;9820;Execução;Processo Corporativo;19MAY2025;04/jul/25;612
52794;2429;52815;9820;Comunicação de Resultados;Processo Corporativo;07/jul/25;04AUG2025;378
52794;2429;52816;9820;Supervisão;Processo Corporativo;22APR2025;04AUG2025;131
52794;2429;52817;9825;Pré-auditoria;Processo Corporativo;22APR2025;16MAY2025;100
52794;2429;52818;9825;Execução;Processo Corporativo;19MAY2025;04/jul/25;100
52794;2429;53083;9825;Supervisão;Processo Corporativo;22APR2025;04AUG2025;20
52809;1800;52854;9604;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;300
52809;1800;52856;9604;Execução;Processo Corporativo;08SEP2025;31OCT2025;700
52809;1800;52858;9604;Comunicação de Resultados;Processo Corporativo;03/nov/25;21/nov/25;240
52809;1800;52860;9604;Supervisão;Processo Corporativo;11AUG2025;21/nov/25;80
52809;1800;52855;9875;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;100
52809;1800;52857;9875;Execução;Processo Corporativo;08SEP2025;31OCT2025;300
52809;1800;52859;9875;Comunicação de Resultados;Processo Corporativo;03/nov/25;21/nov/25;40
52809;1800;52861;9875;Supervisão;Processo Corporativo;11AUG2025;21/nov/25;40
52814;1730;52827;8888;Pré-auditoria;Processo Corporativo;24/nov/25;19DEC2025;150
52814;1730;52829;8888;Execução;Processo Corporativo;22DEC2025;30/jan/26;300
52814;1730;52831;8888;Comunicação de Resultados;Processo Corporativo;02FEB2026;27FEB2026;80
52814;1730;52833;8888;Supervisão;Processo Corporativo;24/nov/25;27FEB2026;50
52814;1730;52826;9604;Pré-auditoria;Processo Corporativo;24/nov/25;19DEC2025;280
52814;1730;52828;9604;Execução;Processo Corporativo;22DEC2025;30/jan/26;600
52814;1730;52830;9604;Comunicação de Resultados;Processo Corporativo;02FEB2026;27FEB2026;200
52814;1730;52832;9604;Supervisão;Processo Corporativo;24/nov/25;27FEB2026;70
52820;1386;53100;9820;Pré-auditoria;Processo Corporativo;11AUG2025;05SEP2025;360
52820;1386;53101;9820;Execução;Processo Corporativo;08SEP2025;24OCT2025;630
52820;1386;53102;9820;Comunicação de Resultados;Processo Corporativo;27OCT2025;14/nov/25;270
52820;1386;53103;9820;Supervisão;Processo Corporativo;11AUG2025;14/nov/25;126
52834;1915;53112;9820;Pré-auditoria;Processo Corporativo;24/nov/25;19DEC2025;360
52834;1915;53113;9820;Execução;Processo Corporativo;22DEC2025;30/jan/26;522
52834;1915;53114;9820;Comunicação de Resultados;Processo Corporativo;02FEB2026;06/mar/26;450
52834;1915;53115;9820;Supervisão;Processo Corporativo;24/nov/25;06/mar/26;133
52834;1915;53119;9825;Pré-auditoria;Processo Corporativo;24/nov/25;19DEC2025;100
52834;1915;53121;9825;Execução;Processo Corporativo;22DEC2025;30/jan/26;200
52834;1915;53123;9825;Comunicação de Resultados;Processo Corporativo;02FEB2026;06/mar/26;100
52834;1915;53124;9825;Supervisão;Processo Corporativo;24/nov/25;06/mar/26;50
52866;4374;52867;8454;Pré-auditoria;Processo Corporativo;14/jul/25;15AUG2025;400
52866;4374;52875;8454;Execução;Processo Corporativo;18AUG2025;24OCT2025;800
52866;4374;52881;8454;Comunicação de Resultados;Processo Corporativo;27OCT2025;20/nov/25;304
52866;4374;52882;8454;Supervisão;Processo Corporativo;14/jul/25;20/nov/25;150
52866;4374;52871;8888;Pré-auditoria;Processo Corporativo;14/jul/25;15AUG2025;100
52866;4374;52877;8888;Execução;Processo Corporativo;18AUG2025;24OCT2025;200
52866;4374;53526;8888;Supervisão;Processo Corporativo;14/jul/25;20/nov/25;30
52866;4374;52873;8960;Pré-auditoria;Processo Corporativo;14/jul/25;15AUG2025;200
52866;4374;52879;8960;Execução;Processo Corporativo;18AUG2025;24OCT2025;400
52866;4374;52870;9608;Pré-auditoria;Processo Corporativo;14/jul/25;15AUG2025;150
52866;4374;52876;9608;Execução;Processo Corporativo;18AUG2025;24OCT2025;250
52866;4374;52872;9610;Pré-auditoria;Processo Corporativo;14/jul/25;15AUG2025;100
52866;4374;52878;9610;Execução;Processo Corporativo;18AUG2025;24OCT2025;300
52866;4374;52874;9889;Pré-auditoria;Processo Corporativo;14/jul/25;15AUG2025;300
52866;4374;52880;9889;Execução;Processo Corporativo;18AUG2025;24OCT2025;600
52866;4374;53972;9889;Supervisão;Processo Corporativo;14/jul/25;20/nov/25;90
52884;986;52886;9610;Pré-auditoria;Processo Corporativo;26MAY2025;20/jun/25;266
52884;986;52887;9610;Execução;Processo Corporativo;23/jun/25;05AUG2025;448
52884;986;52888;9610;Comunicação de Resultados;Processo Corporativo;06AUG2025;22AUG2025;182
52884;986;52891;9610;Supervisão;Processo Corporativo;26MAY2025;22AUG2025;90
52890;3280;52893;8454;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;400
52890;3280;52905;8454;Execução;Processo Corporativo;05/mar/25;09MAY2025;800
52890;3280;52933;8454;Comunicação de Resultados;Processo Corporativo;12MAY2025;05/jun/25;304
52890;3280;52935;8454;Supervisão;Processo Corporativo;27/jan/25;05/jun/25;150
52890;3280;52900;8888;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;100
52890;3280;52908;8888;Execução;Processo Corporativo;05/mar/25;09MAY2025;200
52890;3280;53530;8888;Supervisão;Processo Corporativo;27/jan/25;05/jun/25;30
52890;3280;52899;9608;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;150
52890;3280;52910;9608;Execução;Processo Corporativo;05/mar/25;09MAY2025;250
52890;3280;52901;9825;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;100
52890;3280;52911;9825;Execução;Processo Corporativo;05/mar/25;09MAY2025;300
52890;3280;53531;9825;Supervisão;Processo Corporativo;27/jan/25;05/jun/25;20
52890;3280;52894;9875;Pré-auditoria;Processo Corporativo;27/jan/25;28FEB2025;136
52890;3280;52907;9875;Execução;Processo Corporativo;05/mar/25;09MAY2025;292
52890;3280;52936;9875;Supervisão;Processo Corporativo;27/jan/25;05/jun/25;48
52892;986;52903;9610;Pré-auditoria;Processo Corporativo;28AUG2025;23SEP2025;266
52892;986;52904;9610;Execução;Processo Corporativo;24SEP2025;06/nov/25;448
52892;986;52917;9610;Comunicação de Resultados;Processo Corporativo;07/nov/25;26/nov/25;182
52892;986;52918;9610;Supervisão;Processo Corporativo;28AUG2025;26/nov/25;90
52912;3822;53182;8454;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53191;8454;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;52939;8888;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;240
52912;3822;52944;8888;Execução;Processo Corporativo;10/nov/25;09/jan/26;400
52912;3822;52946;8888;Comunicação de Resultados;Processo Corporativo;12/jan/26;20FEB2026;200
52912;3822;53940;8888;Supervisão;Processo Corporativo;29SEP2025;20FEB2026;80
52912;3822;53183;8960;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53192;8960;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;53184;9604;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53193;9604;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;53185;9608;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53194;9608;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;53186;9610;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53195;9610;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;52922;9820;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;540
52912;3822;52943;9820;Execução;Processo Corporativo;10/nov/25;09/jan/26;756
52912;3822;52945;9820;Comunicação de Resultados;Processo Corporativo;12/jan/26;20FEB2026;524
52912;3822;52947;9820;Supervisão;Processo Corporativo;29SEP2025;20FEB2026;182
52912;3822;53187;9825;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53196;9825;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;53188;9875;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53197;9875;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;53189;9889;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53198;9889;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52912;3822;53190;9920;Pré-auditoria;Processo Corporativo;29SEP2025;07/nov/25;50
52912;3822;53200;9920;Execução;Processo Corporativo;10/nov/25;09/jan/26;50
52938;1000;52990;9608;Pré-auditoria;Processo Corporativo;24FEB2025;14/mar/25;280
52938;1000;53013;9608;Execução;Processo Corporativo;17/mar/25;25APR2025;480
52938;1000;53031;9608;Comunicação de Resultados;Processo Corporativo;28APR2025;23MAY2025;160
52938;1000;53036;9608;Supervisão;Processo Corporativo;24FEB2025;23MAY2025;80
52948;4024;52981;8454;Pré-auditoria;Processo Corporativo;19MAY2025;20/jun/25;400
52948;4024;52994;8454;Execução;Processo Corporativo;23/jun/25;29AUG2025;800
52948;4024;53051;8454;Comunicação de Resultados;Processo Corporativo;01SEP2025;18SEP2025;224
52948;4024;53053;8454;Supervisão;Processo Corporativo;19MAY2025;18SEP2025;140
52948;4024;52983;8960;Pré-auditoria;Processo Corporativo;19MAY2025;20/jun/25;200
52948;4024;52995;8960;Execução;Processo Corporativo;23/jun/25;29AUG2025;400
52948;4024;52988;9604;Pré-auditoria;Processo Corporativo;19MAY2025;20/jun/25;100
52948;4024;52997;9604;Execução;Processo Corporativo;23/jun/25;29AUG2025;200
52948;4024;52985;9875;Pré-auditoria;Processo Corporativo;19MAY2025;20/jun/25;278
52948;4024;52996;9875;Execução;Processo Corporativo;23/jun/25;29AUG2025;366
52948;4024;53052;9875;Comunicação de Resultados;Processo Corporativo;01SEP2025;18SEP2025;219
52948;4024;53054;9875;Supervisão;Processo Corporativo;19MAY2025;18SEP2025;97
52948;4024;52992;9920;Pré-auditoria;Processo Corporativo;19MAY2025;20/jun/25;200
52948;4024;53002;9920;Execução;Processo Corporativo;23/jun/25;29AUG2025;400
52949;2212;52954;8888;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;184
52949;2212;52957;8888;Execução;Processo Corporativo;31/mar/25;16MAY2025;256
52949;2212;52960;8888;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;100
52949;2212;52962;8888;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;50
52949;2212;52955;8960;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;92
52949;2212;52958;8960;Execução;Processo Corporativo;31/mar/25;16MAY2025;128
52949;2212;52953;9820;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;276
52949;2212;52956;9820;Execução;Processo Corporativo;31/mar/25;16MAY2025;384
52949;2212;52959;9820;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;240
52949;2212;52961;9820;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;90
52949;2212;53814;9875;Pré-auditoria;Processo Corporativo;24FEB2025;28/mar/25;112
52949;2212;53815;9875;Comunicação de Resultados;Processo Corporativo;19MAY2025;13/jun/25;97
52949;2212;53816;9875;Execução;Processo Corporativo;31/mar/25;16MAY2025;161
52949;2212;53817;9875;Supervisão;Processo Corporativo;24FEB2025;13/jun/25;42
52978;3226;53007;8888;Pré-auditoria;Processo Corporativo;16/jun/25;11/jul/25;152
52978;3226;53017;8888;Execução;Processo Corporativo;14/jul/25;22AUG2025;218
52978;3226;53024;8888;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;20
52978;3226;53043;8888;Supervisão;Processo Corporativo;16/jun/25;19SEP2025;40
52978;3226;53003;8960;Pré-auditoria;Processo Corporativo;16/jun/25;11/jul/25;76
52978;3226;53009;8960;Execução;Processo Corporativo;14/jul/25;22AUG2025;164
52978;3226;53005;9608;Pré-auditoria;Processo Corporativo;16/jun/25;11/jul/25;152
52978;3226;53012;9608;Execução;Processo Corporativo;14/jul/25;22AUG2025;228
52978;3226;53022;9608;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;20
52978;3226;53001;9820;Pré-auditoria;Processo Corporativo;16/jun/25;11/jul/25;342
52978;3226;53008;9820;Execução;Processo Corporativo;14/jul/25;22AUG2025;540
52978;3226;53020;9820;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;360
52978;3226;53040;9820;Supervisão;Processo Corporativo;16/jun/25;19SEP2025;124
52978;3226;53006;9889;Pré-auditoria;Processo Corporativo;16/jun/25;11/jul/25;122
52978;3226;53015;9889;Execução;Processo Corporativo;14/jul/25;22AUG2025;228
52978;3226;53023;9889;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;20
52978;3226;53041;9889;Supervisão;Processo Corporativo;16/jun/25;19SEP2025;20
52978;3226;53004;9920;Pré-auditoria;Processo Corporativo;16/jun/25;11/jul/25;152
52978;3226;53011;9920;Execução;Processo Corporativo;14/jul/25;22AUG2025;240
52978;3226;53021;9920;Comunicação de Resultados;Processo Corporativo;25AUG2025;19SEP2025;8
53049;1695;53173;9608;Pré-auditoria;Processo Corporativo;19MAY2025;13/jun/25;120
53049;1695;53174;9608;Execução;Processo Corporativo;16/jun/25;18/jul/25;180
53049;1695;53175;9608;Comunicação de Resultados;Processo Corporativo;21/jul/25;15AUG2025;100
53049;1695;53057;9820;Pré-auditoria;Processo Corporativo;19MAY2025;13/jun/25;240
53049;1695;53059;9820;Execução;Processo Corporativo;16/jun/25;18/jul/25;288
53049;1695;53061;9820;Comunicação de Resultados;Processo Corporativo;21/jul/25;15AUG2025;240
53049;1695;53063;9820;Supervisão;Processo Corporativo;19MAY2025;15AUG2025;77
53049;1695;53058;9825;Pré-auditoria;Processo Corporativo;19MAY2025;13/jun/25;120
53049;1695;53060;9825;Execução;Processo Corporativo;16/jun/25;18/jul/25;180
53049;1695;53062;9825;Comunicação de Resultados;Processo Corporativo;21/jul/25;15AUG2025;150
53065;1304;53199;8454;Pré-auditoria;Processo Corporativo;10FEB2025;07/mar/25;320
53065;1304;53202;8454;Execução;Processo Corporativo;10/mar/25;02MAY2025;640
53065;1304;53204;8454;Comunicação de Resultados;Processo Corporativo;05MAY2025;22MAY2025;224
53065;1304;53205;8454;Supervisão;Processo Corporativo;10FEB2025;22MAY2025;120
53070;1613;53077;9604;Pré-auditoria;Processo Corporativo;24FEB2025;21/mar/25;100
53070;1613;53075;9820;Pré-auditoria;Processo Corporativo;24FEB2025;21/mar/25;216
53070;1613;53078;9820;Execução;Processo Corporativo;24/mar/25;09MAY2025;384
53070;1613;53080;9820;Comunicação de Resultados;Processo Corporativo;12MAY2025;18/jul/25;288
53070;1613;53081;9820;Supervisão;Processo Corporativo;24FEB2025;18/jul/25;89
53070;1613;53985;9875;Pré-auditoria;Processo Corporativo;24FEB2025;21/mar/25;88
53070;1613;53986;9875;Execução;Processo Corporativo;24/mar/25;09MAY2025;161
53070;1613;53987;9875;Comunicação de Resultados;Processo Corporativo;12MAY2025;18/jul/25;239
53070;1613;53991;9875;Supervisão;Processo Corporativo;24FEB2025;18/jul/25;48
53150;1242;53152;9820;Pré-auditoria;Entidade Ligada;22SEP2025;10OCT2025;180
53150;1242;53154;9820;Execução;Entidade Ligada;13OCT2025;21/nov/25;360
53150;1242;53156;9820;Comunicação de Resultados;Entidade Ligada;24/nov/25;12DEC2025;180
53150;1242;53158;9820;Supervisão;Entidade Ligada;22SEP2025;12DEC2025;72
53150;1242;53153;9825;Pré-auditoria;Entidade Ligada;22SEP2025;10OCT2025;60
53150;1242;53155;9825;Execução;Entidade Ligada;13OCT2025;21/nov/25;300
53150;1242;53157;9825;Comunicação de Resultados;Entidade Ligada;24/nov/25;12DEC2025;90
53159;1023;53590;8454;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;40
53159;1023;53592;8454;Execução;Processo Corporativo;03FEB2025;21/mar/25;40
53159;1023;53594;8454;Comunicação de Resultados;Processo Corporativo;24/mar/25;04APR2025;20
53159;1023;53596;8454;Supervisão;Processo Corporativo;06/jan/25;04APR2025;8
53159;1023;53589;9956;Pré-auditoria;Processo Corporativo;06/jan/25;31/jan/25;250
53159;1023;53591;9956;Execução;Processo Corporativo;03FEB2025;21/mar/25;460
53159;1023;53593;9956;Comunicação de Resultados;Processo Corporativo;24/mar/25;04APR2025;160
53159;1023;53595;9956;Supervisão;Processo Corporativo;06/jan/25;04APR2025;45
53160;1321;53598;9889;Pré-auditoria;Processo Corporativo;07APR2025;25APR2025;182
53160;1321;53600;9889;Execução;Processo Corporativo;28APR2025;06/jun/25;406
53160;1321;53602;9889;Comunicação de Resultados;Processo Corporativo;09/jun/25;20/jun/25;108
53160;1321;53604;9889;Supervisão;Processo Corporativo;07APR2025;20/jun/25;84
53160;1321;53597;9956;Pré-auditoria;Processo Corporativo;07APR2025;25APR2025;160
53160;1321;53599;9956;Execução;Processo Corporativo;28APR2025;06/jun/25;250
53160;1321;53601;9956;Comunicação de Resultados;Processo Corporativo;09/jun/25;20/jun/25;105
53160;1321;53603;9956;Supervisão;Processo Corporativo;07APR2025;20/jun/25;26
53161;966;53606;9956;Pré-auditoria;Processo Corporativo;23/jun/25;18/jul/25;290
53161;966;53607;9956;Execução;Processo Corporativo;21/jul/25;05SEP2025;490
53161;966;53608;9956;Comunicação de Resultados;Processo Corporativo;08SEP2025;19SEP2025;140
53161;966;53609;9956;Supervisão;Processo Corporativo;23/jun/25;19SEP2025;46
53162;861;53611;9956;Pré-auditoria;Processo Corporativo;22SEP2025;17OCT2025;190
53162;861;53612;9956;Execução;Processo Corporativo;20OCT2025;05DEC2025;470
53162;861;53613;9956;Comunicação de Resultados;Processo Corporativo;08DEC2025;19DEC2025;160
53162;861;53614;9956;Supervisão;Processo Corporativo;22SEP2025;19DEC2025;41
53176;1000;53206;9608;Pré-auditoria;Auditoria de Caráter Obrigatório;04AUG2025;29AUG2025;280
53176;1000;53208;9608;Execução;Auditoria de Caráter Obrigatório;01SEP2025;24OCT2025;480
53176;1000;53213;9608;Comunicação de Resultados;Auditoria de Caráter Obrigatório;27OCT2025;07/nov/25;160
53176;1000;53214;9608;Supervisão;Auditoria de Caráter Obrigatório;04AUG2025;07/nov/25;80
53207;1304;53209;8454;Pré-auditoria;Processo Corporativo;05MAY2025;30MAY2025;320
53207;1304;53210;8454;Execução;Processo Corporativo;02/jun/25;25/jul/25;640
53207;1304;53211;8454;Comunicação de Resultados;Processo Corporativo;28/jul/25;14AUG2025;224
53207;1304;53212;8454;Supervisão;Processo Corporativo;05MAY2025;14AUG2025;120
53215;1400;53225;9608;Pré-auditoria;Processo Corporativo;23/jun/25;16/jul/25;280
53215;1400;53226;9608;Execução;Processo Corporativo;17/jul/25;05SEP2025;480
53215;1400;53227;9608;Comunicação de Resultados;Processo Corporativo;08SEP2025;19SEP2025;160
53215;1400;53228;9608;Supervisão;Processo Corporativo;23/jun/25;19SEP2025;80
53215;1400;53659;9920;Pré-auditoria;Processo Corporativo;23/jun/25;16/jul/25;140
53215;1400;53661;9920;Execução;Processo Corporativo;17/jul/25;05SEP2025;260
53219;2144;53220;8454;Pré-auditoria;Processo Corporativo;18FEB2025;12MAY2025;480
53219;2144;53221;8454;Execução;Processo Corporativo;13MAY2025;05DEC2025;1192
53219;2144;53222;8454;Comunicação de Resultados;Processo Corporativo;08DEC2025;03FEB2026;272
53219;2144;53223;8454;Supervisão;Processo Corporativo;18FEB2025;03FEB2026;200
53230;1450;53239;9608;Pré-auditoria;Processo Corporativo;08/jan/25;31/jan/25;280
53230;1450;53240;9608;Execução;Processo Corporativo;03FEB2025;20/mar/25;480
53230;1450;53241;9608;Comunicação de Resultados;Processo Corporativo;21/mar/25;04APR2025;160
53230;1450;53242;9608;Supervisão;Processo Corporativo;08/jan/25;04APR2025;80
53230;1450;53675;9825;Pré-auditoria;Processo Corporativo;08/jan/25;31/jan/25;100
53230;1450;53677;9825;Execução;Processo Corporativo;03FEB2025;20/mar/25;200
53230;1450;53678;9825;Comunicação de Resultados;Processo Corporativo;21/mar/25;04APR2025;100
53230;1450;53679;9825;Supervisão;Processo Corporativo;08/jan/25;04APR2025;50
53233;986;53235;9610;Pré-auditoria;Processo Corporativo;18AUG2025;11SEP2025;266
53233;986;53236;9610;Execução;Processo Corporativo;12SEP2025;27OCT2025;448
53233;986;53237;9610;Comunicação de Resultados;Processo Corporativo;28OCT2025;13/nov/25;182
53233;986;53238;9610;Supervisão;Processo Corporativo;18AUG2025;13/nov/25;90
53243;986;53257;9610;Pré-auditoria;Processo Corporativo;19MAY2025;12/jun/25;266
53243;986;53264;9610;Execução;Processo Corporativo;13/jun/25;29/jul/25;448
53243;986;53266;9610;Comunicação de Resultados;Processo Corporativo;30/jul/25;15AUG2025;182
53243;986;53273;9610;Supervisão;Processo Corporativo;19MAY2025;15AUG2025;90
53244;1200;53248;9920;Pré-auditoria;Processo Corporativo;12/jun/25;11/jul/25;360
53244;1200;53249;9920;Execução;Processo Corporativo;14/jul/25;26SEP2025;660
53244;1200;53250;9920;Comunicação de Resultados;Processo Corporativo;29SEP2025;16OCT2025;120
53244;1200;53251;9920;Supervisão;Processo Corporativo;12/jun/25;16OCT2025;60
53253;1200;53268;9920;Pré-auditoria;Processo Corporativo;04/nov/25;05DEC2025;360
53253;1200;53272;9920;Comunicação de Resultados;Processo Corporativo;24/jan/26;13FEB2026;120
53253;1200;53275;9920;Execução;Processo Corporativo;08DEC2025;23/jan/26;660
53253;1200;53276;9920;Supervisão;Processo Corporativo;04/nov/25;13FEB2026;60
53254;450;53263;8888;Pré-auditoria;Processo Corporativo;27/jan/25;07FEB2025;100
53254;450;53265;8888;Execução;Processo Corporativo;10FEB2025;07/mar/25;210
53254;450;53267;8888;Comunicação de Resultados;Processo Corporativo;10/mar/25;21/mar/25;100
53254;450;53269;8888;Supervisão;Processo Corporativo;27/jan/25;21/mar/25;40
53281;1016;53287;9610;Pré-auditoria;Processo Corporativo;28AUG2025;24SEP2025;280
53281;1016;53289;9610;Execução;Processo Corporativo;25SEP2025;10/nov/25;462
53281;1016;53294;9610;Comunicação de Resultados;Processo Corporativo;11/nov/25;28/nov/25;182
53281;1016;53295;9610;Supervisão;Processo Corporativo;28AUG2025;28/nov/25;92
53282;1290;53286;9825;Pré-auditoria;Processo Corporativo;21APR2025;26MAY2025;80
53282;1290;53290;9825;Execução;Processo Corporativo;27MAY2025;11/jul/25;100
53282;1290;53292;9825;Comunicação de Resultados;Processo Corporativo;14/jul/25;08AUG2025;20
